name	Mutations_of_interest_vs_Group_control_diff	Mutations_of_interest_vs_Group_control_p.val
CDC5L	0.0545396374032876	0.689940378181704
CDC73	0.154603181812655	0.296631349779508
CDIPT	0.0200719810814025	0.953171309729754
CDK1	-0.179469347650262	0.501798937649487
CDK11B	0.00585131734227673	0.966539256583271
CDK12	0.108726042568028	0.630030631365793
CDK19	0.273336438184959	0.244262277864763
CDK2	0.0609779201346647	0.818443685513446
CDK5	0.248465570016362	0.148851834119379
CDK5RAP3	-0.0447900219841948	0.737762461333116
CDK6	0.375550626287247	0.284493518406375
CDK9	0.0746654186300706	0.646616024405877
CDKN1B	0.236790158287929	0.395161200714196
CDKN2AIP	0.360592070005954	0.0389296344400893
CDKN2AIPNL	0.658282037960348	0.0825910221114456
CDS2	-0.0312578158525909	0.853436194969823
CDV3	0.134090973489652	0.449608327619966
CDYL	0.0547508127650431	0.714882880219993
CEACAM6	-1.00214062724864	0.126049853868305
CEACAM8	-0.725350597990545	0.31431605071372
CEBPZ	-0.0191912081089995	0.924871150462237
CECR1	-0.942862922540424	0.0354052935773061
CECR5	-0.18825619366935	0.422094855934948
CELF2	-0.0407321218335959	0.847652994690853
CENPC	0.215448915551386	0.209767529553406
CEP120	0.270457414387167	0.510225503357819
CEP128	-0.127510619230046	0.639545625614357
CEP135	0.128489911363861	0.538717478349546
CEP170	-0.147258081409582	0.426512234991799
CEP250	-0.453577798778673	0.0498187549379125
CEPT1	-0.361624558567019	0.244590265428052
CERS2	0.261634880339386	0.238167733864786
CERS5	-0.0505457314867694	0.891914688380717
CETN2	0.308696398773652	0.274758507778759
CFDP1	0.173333876927622	0.640968039992998
CFL1	0.330022666666665	0.153152736535526
CGGBP1	0.327127936336485	0.0306881161495704
CHAF1A	0.0105695551841229	0.96971542756631
CHAF1B	0.0225285023913528	0.930941995429181
CHAMP1	0.119533590026283	0.523348713372297
CHCHD1	0.0948787582382487	0.728417803514568
CHCHD3	0.134559304347821	0.435183877231337
CHCHD4	-0.0914647945099958	0.597377132943215
CHCHD6	0.0739610941468047	0.767524158182393
CHD1	0.188990173689859	0.342708837520638
CHD1L	0.403298233227234	0.0573864908409586
CHD2	-0.226901615147749	0.340508659498861
CHD4	0.0634510703472628	0.70375885239894
CHD9	0.0526605437325554	0.826920799739553
CHERP	-0.0233566871659754	0.874349932418515
CHID1	-0.315215878323581	0.20215574655762
CHKB	0.516612764657637	0.250412142323849
CHMP1A	0.130486413278859	0.44039786263036
CHMP1B	-0.109453971391886	0.683296341058192
CHMP2A	-0.145215395538546	0.45526556974902
CHMP3	-0.00281195719264815	0.9916056945672
CHMP4A	-0.319547096511872	0.162819768137785
CHMP4B	-0.175650855472057	0.297724500272236
CHMP6	0.0883150456546353	0.62879901753453
CHMP7	0.0377658461483996	0.85402342844062
CHORDC1	-0.134897031224874	0.57411414072544
CHP1	-0.464994195660854	0.0620724070768897
CHTF18	0.224401944936636	0.349453166927342
CHTF8	-0.0542089691428558	0.749559920433904
CHTOP	0.129063898740904	0.673007594997898
CIAO1	-0.100860244992759	0.473539067489172
CIAPIN1	0.118134683557418	0.515904672357718
CIB1	-0.455934041831174	0.106884517274005
CIRBP	0.352094872877402	0.105766257485111
CIRH1A	-0.54609055088884	0.0265656323052789
CISD1	0.154882350369061	0.54353038672457
CISD2	0.120728653805806	0.648257042668757
CIT	-0.635392259790063	0.0677247514697807
CIZ1	0.217037679168762	0.271723380679773
CKAP4	-0.180607046435529	0.652282898643717
CKAP5	0.0268884515394419	0.866864787789975
CLASP1	-0.122211307689636	0.497264409783528
CLASP2	0.0307428504759049	0.916852433262031
CLC	-1.19871125279347	0.0668608754943975
CLCC1	0.00976652930241784	0.956736002174565
CLCN7	-0.414918705914328	0.0333555441637331
CLIC1	0.333242173913035	0.11165689993379
CLIC4	0.356983668043913	0.225923152075762
CLINT1	-0.011260866488378	0.937387030148773
CLIP1	-0.391151690360019	0.440345432240037
CLIP2	0.0831756125945677	0.805076938975504
CLN3	-0.638700647765088	0.0560213515692975
CLNS1A	0.320084581931713	0.299890392578506
CLPB	-0.0113326428395126	0.955411460763571
CLPP	0.0999011965302152	0.609243222025663
CLPTM1	-0.284154892179291	0.189181004940894
CLPTM1L	-0.132607234647331	0.576396701102782
CLPX	-0.0988738782017684	0.585421006995396
CLTA	0.0197511603505731	0.911374413660724
CLTB	0.0445662760619037	0.854811589248279
CLTC	-0.0208860869565228	0.879440589997897
CLU	0.438068859663851	0.364452018239763
CLUH	-0.051176604994378	0.831516339599544
CMAS	0.259014247666	0.221202724775847
CMBL	0.536449455747286	0.226085512713339
CMPK1	0.186763210425777	0.362924568319436
CMPK2	0.452148458650822	0.208790959162204
CMSS1	-0.0208351101840876	0.947753714840305
CMTM3	-0.064897693951206	0.792279812682166
CMTM5	0.827897826690876	0.222792061104329
CMTR1	0.05638846285661	0.740663522749973
CNDP2	0.0226216415434166	0.92943498426055
CNN2	0.304239859701141	0.248806659588869
CNNM3	-0.155182443368746	0.507944975282982
CNOT1	-0.0978635849873939	0.55965574538177
CNOT10	0.0523420904959604	0.718737170742982
CNOT11	0.0172401018984498	0.938246638662732
CNOT2	0.355409771509025	0.0805031310648471
CNOT3	0.360900680765937	0.0767382328006195
CNOT6L	0.0103439513705457	0.941090396799265
CNOT7	0.321427632371607	0.226450183839029
CNP	0.130171857108586	0.448806350238173
CNPY3	-0.263858557865273	0.185101850844312
CNPY4	-0.198239821464467	0.289004443582013
COA3	-0.0620719333254804	0.821916233650197
COA6	0.372858158382524	0.100690484063679
COASY	0.081311778009642	0.497165155885165
COG1	-0.145132106751369	0.501781534479791
COG2	-0.105580670121018	0.554141382080101
COG4	0.0183883406874621	0.902835174450114
COG5	-0.019036110601645	0.944992400828979
COG8	-0.116968273453312	0.745486042601088
COIL	-0.325620685698755	0.235179421413387
COL1A1	-1.24150688576333	0.0402649286821944
COLGALT1	-0.45542532881343	0.0425334741274625
COMMD1	-0.344645509429242	0.10091906490203
COMMD10	0.158665348672903	0.341124818442193
COMMD2	-0.295998974767331	0.0956291729206263
COMMD3	-0.158453947431527	0.517290131787877
COMMD3-BMI1	-0.241749605583736	0.135546440384957
COMMD4	-0.114898923278821	0.445125597419489
COMMD5	-0.151789392316898	0.562296904047368
COMMD7	0.0742738649793697	0.674592245420825
COMMD8	-0.297481602643654	0.203846625669332
COMMD9	-0.00597369535351433	0.974383181144625
COMT	-0.361255767817635	0.0839793215053446
COPA	-0.115793029924227	0.29199041897683
COPB1	-0.108503369415651	0.435068606517225
COPB2	0.0437167852976081	0.720893726185971
COPE	0.249096456611237	0.200858993984534
COPG1	-0.106114153004167	0.509023911532434
COPG2	0.121850832194028	0.448134292424413
COPS2	-0.0461818474440641	0.768900948433302
COPS3	0.00228558343293983	0.988239565593643
COPS4	0.24417200789156	0.1121110356604
COPS5	0.208797250721926	0.171789523040649
COPS6	0.130753464365295	0.403173428394084
COPS7A	0.104119804320414	0.671584290120351
COPS7B	0.526108512626941	0.0166406233836218
COPZ1	0.27292305953543	0.280814198732646
COQ3	-0.355489499781767	0.218246268212358
COQ5	0.118476357658844	0.47862060791876
COQ6	-0.112037219883778	0.576457598061952
COQ7	0.169021819362873	0.339442563105238
COQ9	0.248303484865186	0.21672508742292
CORO1A	-0.118159884057974	0.647205363249283
CORO1B	-0.64366831036169	0.00936896269139996
CORO1C	0.537326115942026	0.0402386492303381
CORO7	0.0705683461363549	0.714139603018847
COTL1	-0.268508463768125	0.337141163686445
COX15	-0.109155753809254	0.566581411260177
COX17	0.24345017345361	0.265682668940989
COX20	0.149605295193034	0.524583557678995
COX4I1	0.0582258260869573	0.674250073049828
COX5A	0.174250000000001	0.221287018010115
COX5B	-0.0160836521739149	0.936443156259895
COX6B1	-0.0569673516354747	0.766103008463342
COX6C	-0.0648881159420291	0.669890114989887
COX7A2	0.0350929275362262	0.851670967210345
COX7A2L	-0.227448252933179	0.239215854205453
COX7B	-0.396353623188407	0.0704453173448567
COX7C	-0.133789391304354	0.421583281430812
COX8A	0.0685160415544068	0.803679302594579
CP	-0.728221653241137	0.101037053562542
CPD	-0.374347442383552	0.227930362528617
CPNE1	-4.85477357905495e-05	0.999798386180839
CPNE2	-0.453636580836811	0.16367057076375
CPNE3	-0.22863905816758	0.544170305043183
CPNE8	-0.725756376451653	0.0872558407656474
CPOX	0.437243594202897	0.158980722427907
CPPED1	0.160515569434423	0.602367718228187
CPQ	0.280602845627167	0.294847558856103
CPSF1	-0.0450767223428556	0.731369543448934
CPSF2	0.165624456650409	0.194481410528685
CPSF3	-0.020830146828887	0.90452935455688
CPSF3L	-0.163993940312546	0.625490877017217
CPSF6	0.0725037850586219	0.716967677052
CPSF7	0.339176023904393	0.0124128281541143
CPT1A	0.385765046023071	0.0787659350549916
CPT2	-0.128280253008935	0.493544466484589
CPVL	0.000926985342129427	0.998382148962726
CR1	0.234422043096529	0.583996624261912
CRAT	0.0365169453047578	0.851428076332946
CREB1	0.28783169582519	0.217484406017844
CREG1	-0.32228404024762	0.487971113273373
CRIP1	-0.109367721351699	0.776523573648302
CRKL	0.191643316120579	0.371304509409368
CRLF3	-0.0596626140802883	0.855179936932031
CRNKL1	-0.160659074454671	0.308216287830334
CRTAP	-0.0966821978537222	0.618190071715189
CRYL1	0.415673041462362	0.131354754404289
CRYZ	0.248395928873233	0.343334730873537
CS	-0.174920289855077	0.358892874814928
CSDE1	-0.0939768158160632	0.58231037963945
CSE1L	-0.087648055850952	0.705275466808559
CSK	0.0243474221225952	0.89303519722885
CSNK1A1	-0.164418389220712	0.413035178759574
CSNK1G1	-0.495031036254403	0.0103889922043584
CSNK1G2	-0.0527860708567243	0.741485345281428
CSNK2A1	-0.184118524382477	0.112186052530896
CSNK2A2	-0.288581400972319	0.055063055268394
CSNK2B	-0.211943798481713	0.367956197925184
CSRP1	0.301215312324025	0.22018204457836
CST7	-0.237930296786438	0.585102641443237
CSTA	-0.343180398987503	0.50007726279759
CSTB	0.140214793394023	0.59029077953163
CSTF1	0.0209038905293895	0.900502921576531
CSTF2	0.0212132354318442	0.880599344649451
CSTF3	0.0236680947123133	0.852020974502561
CTAGE5	-0.340576057249649	0.0524812900991591
CTBP1	0.289266675596533	0.0523133547776108
CTBP2	0.394548581651385	0.0142743539867689
CTBS	0.121896928345695	0.612727933630697
CTCF	-0.293369564474652	0.180651643517522
CTDP1	0.194638341699454	0.281499655890955
CTDSPL2	-0.191954655796804	0.279545067383873
CTNNBL1	-0.119625730311252	0.507222666312217
CTNND1	-0.446661480778735	0.102685439537833
CTPS1	0.133682278307997	0.615327724877209
CTPS2	0.315691620283292	0.065653371081303
CTR9	0.0158840951023507	0.927724476375244
CTSA	-0.281148318840582	0.226292410226177
CTSB	0.261615604742804	0.434543049302492
CTSC	-0.178059458101174	0.462873727519755
CTSD	0.074154753623187	0.738263255396841
CTSG	-0.684495101449276	0.393176308525601
CTSS	-0.887192700231363	0.00256786463007
CTSZ	-0.355966260869572	0.158163380287862
CUL1	0.219119920310876	0.181386666149651
CUL2	0.232035885746134	0.208380073704945
CUL3	0.104293846374695	0.557256948302278
CUL4A	0.0330177135380492	0.799278100829118
CUL4B	-0.024241369021464	0.861443334097953
CUL5	-0.0462562627179572	0.817234080541957
CUTA	0.0533000691590928	0.843559743830846
CUTC	0.184189140183358	0.466143927828444
CUX1	0.235486202109449	0.181995952646818
CWC15	0.172769767041689	0.292944771475178
CWC22	-0.150783430181447	0.320202145070066
CWC25	0.000595356171526618	0.997988323393384
CWC27	0.0150394346503493	0.934639325946139
CWF19L1	-0.0655091536260315	0.649279332259676
CXorf38	0.0529752823406504	0.805784425197674
CXXC1	-0.110668694756665	0.575449341527709
CYB561D2	-0.532825026528034	0.0107764698738791
CYB5A	-0.0584476951489989	0.780643167053666
CYB5B	-0.178981275362318	0.389028041388743
CYB5R1	-0.587176145722978	0.00104589703684807
CYB5R3	-0.0958300869565356	0.608114304879525
CYB5R4	-0.159311883530759	0.503436004063477
CYBA	-0.49484081719373	0.251410824171279
CYBB	-1.11947342501257	0.0650080566934463
CYBRD1	0.120611152331762	0.671055581744265
CYC1	-0.317265304347828	0.131266762571381
CYCS	0.0046007108581847	0.983974654395455
CYFIP1	-0.115316547039722	0.451168347695538
CYFIP2	-0.0463821949819749	0.885337772034911
CYLD	0.0341468686168884	0.926948821167076
CYP20A1	-0.315110016672268	0.117537706776704
CYP51A1	0.233771704508181	0.457347078210479
CYTH1	0.215547438430391	0.36943475626548
DAD1	-0.302197987470525	0.123381110695659
DAG1	-0.112079669938533	0.624072859907828
DAGLB	-0.256118275073055	0.249726064551936
DAK	0.0281674197493231	0.860861584143626
DAP	-0.0644767085448166	0.816060127990245
DAP3	-0.011291000638316	0.949693872531236
DARS	0.167500087161756	0.183022928709096
DARS2	0.116268181051677	0.481456687668637
DAZAP1	-0.176503368498921	0.582808411855827
DBI	-0.271404416484419	0.295748021325906
DBN1	0.357098423490337	0.406152305382438
DBNL	-0.16438503648434	0.38078587968564
DBR1	0.162765972344106	0.401018672088493
DBT	-0.0756835974488794	0.69211037663266
DCAF11	0.237570884587541	0.35998682512336
DCAF16	0.297196179252063	0.217559367772532
DCAF7	-0.0646863138283926	0.665577090231945
DCK	0.345097953212047	0.123067959497174
DCP1A	0.20074611919657	0.174874457614342
DCPS	0.0758861422933421	0.650179606585526
DCTN1	0.121341478260867	0.431491374593571
DCTN2	0.279441463813033	0.0645263277548681
DCTN3	0.0475678641279842	0.771466917399216
DCTN5	0.487004812359244	0.0155446761712424
DCTPP1	0.155519312197875	0.469617710936152
DCUN1D1	-0.24045483061435	0.328034720510747
DCUN1D5	0.63937848596105	0.0404491957543213
DCXR	-0.00227997101449162	0.989792720151958
DDAH2	0.788324293218231	0.0114640185407988
DDB1	0.398122843872923	0.00563362708268322
DDB2	0.618223833210017	0.0198907637054972
DDI2	0.163862144825352	0.357969049495653
DDOST	-0.10544127536232	0.573607856096883
DDRGK1	0.0755787125608158	0.620125208650244
DDT	0.241379861459244	0.1674847819679
DDX1	0.103347857823849	0.475439696324121
DDX10	-0.542746318026229	0.0239428200254495
DDX17	0.22184249275362	0.128024005228786
DDX18	-0.146253953263809	0.508532177541109
DDX19A	0.222258571956505	0.231154275958087
DDX20	-0.0243528029493945	0.912295944623343
DDX21	0.101071573155881	0.675201128707511
DDX23	0.181687389475009	0.247416789251624
DDX24	-0.151525549465685	0.391777333511484
DDX27	-0.288334101721919	0.186219703383812
DDX39A	0.0470704637681152	0.786235949867359
DDX39B	0.179395989231498	0.421879323254822
DDX3X	0.0133746277969671	0.92516009751282
DDX41	-0.358717907262198	0.0219689526217277
DDX42	0.125599503004413	0.486344716334568
DDX46	0.160746014980504	0.110494862315971
DDX47	0.112190797888598	0.578280365185201
DDX5	-0.0424708878274451	0.771351902630207
DDX50	0.0518954951891359	0.818515632259223
DDX51	-0.0296767413830565	0.891541556610679
DDX54	-0.166429551578394	0.441623496890926
DDX56	-0.243880632203217	0.198506593482575
DDX58	0.179312925367835	0.42126685214052
DDX6	0.00709752521960283	0.958553873449594
DECR1	0.247555333333331	0.183284037695667
DEF6	-0.241161284235925	0.228103453481675
DEK	0.222395917992603	0.21299109609371
DENND1A	0.436861058377861	0.0717940740313032
DENND3	-0.181736077449562	0.321701439952552
DENND4A	-0.567827780031724	0.0172564538100517
DENND4C	0.107865242383935	0.621941844599419
DENR	0.349381877525335	0.0790814422714436
DEPTOR	0.750910800862002	0.0316007666895708
DERA	0.41793249238934	0.0870997992535736
DERL1	-0.0139401459609516	0.95144066997686
DFFA	0.270702708819396	0.188756244621333
DGAT1	-0.145467046986164	0.537632654766405
DGKA	-0.160308022529978	0.540527356522402
DGKZ	-0.288279586692621	0.104997268114788
DHCR7	-0.325222566022866	0.306473737039562
DHODH	-0.110068841265079	0.585114469031114
DHRS1	0.13654128999193	0.585011738076998
DHRS11	0.134188543572829	0.636054269326592
DHRS4	0.0611718290301582	0.80254532869746
DHRS7	-0.522791462972126	0.0180410837656098
DHRS7B	-0.474553569620467	0.0490020792743723
DHX15	0.180016260359647	0.230810014595056
DHX16	0.00525887500243627	0.976052289085655
DHX29	-0.0913930316350324	0.708960979360053
DHX30	-0.18926248368939	0.414507889409532
DHX33	-0.373627940917217	0.477624950864378
DHX36	0.128831651900198	0.336010156454973
DHX37	-0.061798380627998	0.737296611637275
DHX38	0.058857305996467	0.728012207804996
DHX8	0.00544946674736302	0.971678976296657
DHX9	0.0012674782608677	0.992920779789674
DIABLO	0.0405179117601371	0.817946327707781
DIAPH1	0.198351275362313	0.378459916588468
DIAPH2	0.0849769267036145	0.731371715942267
DIDO1	0.0679453697712393	0.697855559897284
DIMT1	0.159966643882253	0.320815574754965
DIS3	0.0401141156733615	0.80388490882821
DIS3L2	-0.00469064270157737	0.983008994077353
DKC1	0.179820907661352	0.364522031412063
DLAT	0.117330149596846	0.55161471938905
DLD	-0.0593248695652164	0.732241473291004
DLST	0.241364492753622	0.219084379059585
DMAP1	0.128953081135098	0.74535448557431
DMTN	0.95145388197276	0.0568172013921564
DNAAF5	0.0677831061207801	0.786094301019526
DNAJA1	-0.233350286007774	0.193673946998519
DNAJA2	-0.267095413538058	0.0811708392397995
DNAJA3	0.090532260869562	0.661948598728103
DNAJB1	0.0667897705820586	0.619940041093109
DNAJB11	-0.482994635627595	0.00481175691039768
DNAJB6	0.192633876771913	0.257961782011388
DNAJC1	0.336764622216956	0.117486497147248
DNAJC10	-0.242141493730287	0.196696842505261
DNAJC11	0.00267177886050973	0.989326265073548
DNAJC13	-0.418218236098159	0.0784127005158706
DNAJC17	-0.256484247720906	0.240229433295342
DNAJC19	-0.076920412622437	0.727702810357953
DNAJC2	0.292462065788593	0.254423212208343
DNAJC3	-0.435978073068851	0.0453785121111399
DNAJC5	-0.547545048070713	0.0666142264365943
DNAJC7	-0.0819930308840924	0.606204982609714
DNAJC8	0.154790569167908	0.310135093058542
DNAJC9	0.49100923504697	0.0135181434181455
DNASE2	0.217015906284491	0.55686579905377
DNM1L	0.165367418604099	0.399884279324937
DNM2	0.00211054828288226	0.988653947425912
DNMT1	-0.0264402892095639	0.874909619458182
DNMT3A	-0.433146643996823	0.136952195042298
DNPEP	0.15306323719005	0.377691823614798
DNPH1	0.127519740183605	0.598538776711304
DNTTIP1	-0.179954020729683	0.364835292768404
DNTTIP2	0.0363327504866504	0.844349219327833
DOCK10	0.0199214464459185	0.943063908427003
DOCK11	-0.0939366148444094	0.610283855933861
DOCK2	0.0231514230777279	0.900142393636079
DOCK5	0.14443458472995	0.508018497845769
DOCK8	-0.174363379020438	0.289103622613718
DOK1	0.0280380679386649	0.925088627148381
DOK2	-0.221355310655161	0.516682878229634
DOK3	-0.147494957103451	0.519371824496677
DPF2	0.299539490911975	0.0536354829520429
DPM1	-0.186422792257872	0.217278551479261
DPM3	-0.0522559900620436	0.762409093996325
DPP3	-0.0352871823399283	0.807164131730574
DPP7	0.385976989856232	0.115804301197706
DPP9	0.146287464262429	0.571547673468492
DPY30	0.0359812390342462	0.813072247387355
DPYD	-0.367010744866791	0.187951546027934
DPYSL2	0.220125501680378	0.642040651455478
DPYSL3	0.314175210516623	0.574069728463928
DPYSL5	-0.0132874492753672	0.949984927902277
DR1	0.435784591425943	0.0540113872283936
DRAP1	0.173799032190814	0.33229668338374
DRG1	-0.0608354866525005	0.672497009622078
DRG2	0.143206318107527	0.454480112443908
DSC2	0.331114333114375	0.388852245272016
DSCR3	-0.429131014281477	0.015891869109431
DSN1	0.13560924720168	0.52092533590968
DSTN	0.252404041900281	0.560635192436623
